INFO:__main__:25-03-23 22:00:21 Import dataset
INFO:__main__:25-03-23 22:01:07    Augmented Dataset
INFO:__main__:25-03-23 22:01:09    Covariance Calculation
INFO:__main__:25-03-23 22:01:39    Beginning of SVM Test, subject 1
INFO:__main__:25-03-23 22:02:33 Import dataset
INFO:__main__:25-03-23 22:03:18    Augmented Dataset
INFO:__main__:25-03-23 22:03:20    Covariance Calculation
INFO:__main__:25-03-23 22:03:27    Beginning of SVM Test, subject 1
INFO:__main__:25-03-23 22:03:38    subject: 1,  trainingAcc: 1.0,   actualAcc: 0.35
INFO:__main__:25-03-23 22:03:46    subject: 2,  trainingAcc: 1.0,   actualAcc: 0.45
INFO:__main__:25-03-23 22:03:57    subject: 3,  trainingAcc: 1.0,   actualAcc: 0.5
INFO:__main__:25-03-23 22:04:06    subject: 4,  trainingAcc: 1.0,   actualAcc: 0.55
INFO:__main__:25-03-23 22:04:14    subject: 5,  trainingAcc: 1.0,   actualAcc: 0.55
INFO:__main__:25-03-23 22:04:25    subject: 6,  trainingAcc: 1.0,   actualAcc: 0.5
INFO:__main__:25-03-23 22:04:36    subject: 7,  trainingAcc: 1.0,   actualAcc: 0.55
INFO:__main__:25-03-23 22:04:47    subject: 8,  trainingAcc: 1.0,   actualAcc: 0.45
INFO:__main__:25-03-23 22:04:57    subject: 9,  trainingAcc: 1.0,   actualAcc: 0.4
INFO:__main__:25-03-23 22:05:08    subject: 10,  trainingAcc: 1.0,   actualAcc: 0.5
INFO:__main__:25-03-23 22:05:17    subject: 11,  trainingAcc: 1.0,   actualAcc: 0.45
INFO:__main__:25-03-23 22:05:27    subject: 12,  trainingAcc: 1.0,   actualAcc: 0.55
INFO:__main__:25-04-05 11:51:51 Import dataset
INFO:__main__:25-04-05 11:53:37    subject: 1,  trainingAcc: 1.0,   testingAcc: 0.494949494949495
INFO:__main__:25-04-05 11:54:16    subject: 2,  trainingAcc: 1.0,   testingAcc: 0.494949494949495
INFO:__main__:25-04-05 11:54:58    subject: 3,  trainingAcc: 1.0,   testingAcc: 0.494949494949495
INFO:__main__:25-04-05 11:55:40    subject: 4,  trainingAcc: 1.0,   testingAcc: 0.494949494949495
INFO:__main__:25-04-05 11:56:19    subject: 5,  trainingAcc: 1.0,   testingAcc: 0.494949494949495
INFO:__main__:25-04-05 11:56:58    subject: 6,  trainingAcc: 1.0,   testingAcc: 0.494949494949495
INFO:__main__:25-04-05 11:57:38    subject: 7,  trainingAcc: 1.0,   testingAcc: 0.494949494949495
INFO:__main__:25-04-05 11:58:16    subject: 8,  trainingAcc: 1.0,   testingAcc: 0.494949494949495
INFO:__main__:25-04-05 11:58:56    subject: 9,  trainingAcc: 1.0,   testingAcc: 0.494949494949495
INFO:__main__:25-04-05 11:59:35    subject: 10,  trainingAcc: 1.0,   testingAcc: 0.494949494949495
INFO:__main__:25-04-05 12:00:14    subject: 11,  trainingAcc: 1.0,   testingAcc: 0.494949494949495
INFO:__main__:25-04-05 12:00:53    subject: 12,  trainingAcc: 1.0,   testingAcc: 0.494949494949495
INFO:__main__:25-04-05 12:01:32    subject: 13,  trainingAcc: 1.0,   testingAcc: 0.494949494949495
INFO:__main__:25-04-05 12:02:20    subject: 14,  trainingAcc: 1.0,   testingAcc: 0.494949494949495
INFO:__main__:25-04-05 12:03:06    subject: 15,  trainingAcc: 1.0,   testingAcc: 0.494949494949495
INFO:__main__:25-04-05 12:03:48    subject: 16,  trainingAcc: 1.0,   testingAcc: 0.494949494949495
INFO:__main__:25-04-05 12:04:30    subject: 17,  trainingAcc: 1.0,   testingAcc: 0.494949494949495
INFO:__main__:25-04-05 12:05:16    subject: 18,  trainingAcc: 1.0,   testingAcc: 0.494949494949495
INFO:__main__:25-04-05 12:05:56    subject: 19,  trainingAcc: 1.0,   testingAcc: 0.494949494949495
INFO:__main__:25-04-05 12:06:42    subject: 20,  trainingAcc: 1.0,   testingAcc: 0.494949494949495
INFO:__main__:25-04-05 12:07:22    subject: 21,  trainingAcc: 1.0,   testingAcc: 0.494949494949495
INFO:__main__:25-04-05 12:08:01    subject: 22,  trainingAcc: 1.0,   testingAcc: 0.494949494949495
INFO:__main__:25-04-05 12:08:40    subject: 23,  trainingAcc: 1.0,   testingAcc: 0.494949494949495
INFO:__main__:25-04-05 12:09:19    subject: 24,  trainingAcc: 1.0,   testingAcc: 0.494949494949495
INFO:__main__:25-04-05 12:09:58    subject: 25,  trainingAcc: 1.0,   testingAcc: 0.494949494949495
INFO:__main__:25-04-05 12:10:37    subject: 26,  trainingAcc: 1.0,   testingAcc: 0.494949494949495
INFO:__main__:25-04-05 12:11:16    subject: 27,  trainingAcc: 1.0,   testingAcc: 0.494949494949495
